Uniprot Accession,Description,Gene,Peptides.used.for.quantitation,Confidence.score,Molecular weight (Da),Dataset,Glucose,LB,Glycerol + AA,Acetate,Fumarate,Glucosamine,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose
P0AB14,Uncharacterized protein yccJ OS=Escherichia coli (strain K12) GN=yccJ PE=4 SV=1,yccJ,4,167.74,8501.16875,2,2565,4132,2722,2016,2673,3323,2971,1770,2611,2532,2465,1956,1677,2153,2836,2830,5464,2487,1596,2210,728,1904
P0AB26,Uncharacterized lipoprotein yceB OS=Escherichia coli (strain K12) GN=yceB PE=1 SV=1,yceB,4,254.98,20468.68601,2,373,567,504,252,282,287,231,310,323,346,305,259,416,476,722,408,385,409,280,176,199,198
P0ACX3,Putative monooxygenase ydhR OS=Escherichia coli (strain K12) GN=ydhR PE=1 SV=1,ydhR,4,280.56,11262.77341,2,2912,2070,2170,2781,2761,3723,3139,2629,3036,2769,2739,2321,2218,1916,5182,3791,4937,3940,2960,2601,2859,2662
P0AD21,Uncharacterized protein yejG OS=Escherichia coli (strain K12) GN=yejG PE=4 SV=1,yejG,4,259.49,12499.09734,1,95,167,NA,53,88,74,83,69,61,81,132,26,38,43,162,119,171,NA,NA,34,57,NA
P64540,Uncharacterized protein yfcL OS=Escherichia coli (strain K12) GN=yfcL PE=4 SV=1,yfcL,4,180.09,9975.83693,2,450,892,553,208,228,230,195,177,249,194,152,130,109,91,285,261,275,269,141,142,193,225
P76549,Uncharacterized protein yffR OS=Escherichia coli (strain K12) GN=yffR PE=4 SV=1,yffR,4,288.4,14526.36854,1,53,55,NA,18,47,45,54,146,51,87,17,107,345,313,117,126,67,NA,NA,20,55,NA
P45552,Uncharacterized protein yhfZ OS=Escherichia coli (strain K12) GN=yhfZ PE=4 SV=3,yhfZ,4,141.91,33465.22267,1,39,47,NA,3,59,10,13,5,9,13,2,2,11,8,4,4,12,NA,NA,4,11,NA
P31433,Uncharacterized protein yicH OS=Escherichia coli (strain K12) GN=yicH PE=4 SV=2,yicH,4,266.43,62216.07131,2,70,129,63,61,59,76,75,90,77,77,90,78,33,41,68,137,81,72,83,57,60,86
P0ACV8,Uncharacterized protein ymjA OS=Escherichia coli (strain K12) GN=ymjA PE=4 SV=1,ymjA,4,338.31,9297.38439,2,304,175,237,314,320,261,275,342,258,249,210,184,135,170,553,284,599,334,271,341,340,303
P76073,Uncharacterized protein ynaE OS=Escherichia coli (strain K12) GN=ynaE PE=4 SV=1,ynaE,4,164.22,10084.51033,1,31,9,NA,8,22,19,4,13,9,32,25,17,24,28,17,33,41,NA,NA,10,7,NA
P25552,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase OS=Escherichia coli (strain K12) GN=gppA PE=1 SV=3",gppA,4,189.93,54818.60416,2,60,42,46,21,31,44,30,39,32,32,31,20,26,10,12,34,28,25,27,31,36,39
P77454,Glutaminase 1 OS=Escherichia coli (strain K12) GN=glsA1 PE=1 SV=1,glsA,4,568.5,32864.53833,2,55,47,42,353,31,45,22,17,39,28,20,37,608,677,277,207,2372,86,39,31,55,59
P50456,Protein mlc OS=Escherichia coli (strain K12) GN=mlc PE=1 SV=2,mlc,4,216.28,44270.25484,2,19,55,32,21,28,50,21,26,64,97,80,68,15,14,6,15,15,7,33,19,24,16
P24205,Lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase OS=Escherichia coli (strain K12) GN=msbB PE=1 SV=1,msbB,4,131.64,37368.31401,2,71,137,81,50,57,54,67,47,64,64,55,62,30,29,40,65,69,54,46,69,54,49
P33012,DNA gyrase inhibitory protein OS=Escherichia coli (strain K12) GN=gyrI PE=1 SV=1,gyrI,4,247.71,18051.78217,1,499,785,NA,491,385,738,444,356,597,589,947,1140,1693,1509,314,469,463,NA,NA,380,282,NA
P0AB38,Penicillin-binding protein activator LpoB OS=Escherichia coli (strain K12) GN=lpoB PE=1 SV=1,lpoB,4,313.45,22483.39362,2,705,843,715,524,635,862,724,568,587,469,406,343,445,637,817,890,976,540,532,440,506,588
P21420,Putative outer membrane porin protein nmpC OS=Escherichia coli (strain K12) GN=nmpC PE=5 SV=2,nmpC,4,284.13,40259.36801,1,17,142,NA,11,37,16,15,10,38,32,19,25,1,1,9,4,2,NA,NA,4,38,NA
P0A8I5,tRNA (guanine-N(7)-)-methyltransferase OS=Escherichia coli (strain K12) GN=trmB PE=1 SV=1,trmB,4,173.82,27271.69709,2,443,895,714,256,314,328,339,258,267,244,200,187,258,253,427,513,419,395,300,280,323,397
P24197,Uncharacterized protein ygiD OS=Escherichia coli (strain K12) GN=ygiD PE=1 SV=3,ygiD,4,158.14,28855.4597,1,208,44,NA,101,93,58,72,47,34,71,5,28,104,279,89,155,232,NA,NA,43,43,NA
P00811,Beta-lactamase OS=Escherichia coli (strain K12) GN=ampC PE=1 SV=1,ampC,3,142.86,41511.40147,2,19,37,37,8,13,13,11,11,10,7,6,4,0,7,15,14,11,10,7,6,9,5
P05719,Type-1 restriction enzyme EcoKI specificity protein OS=Escherichia coli (strain K12) GN=hsdS PE=1 SV=1,hsdS,3,116.55,51345.41367,2,19,66,20,6,10,10,14,13,19,16,9,8,4,3,6,22,7,6,11,3,11,14
P0AD70,Penicillin-binding protein AmpH OS=Escherichia coli (strain K12) GN=ampH PE=1 SV=1,ampH,3,129.28,41804.34894,1,36,53,NA,26,30,39,24,12,24,38,33,44,5,6,25,43,39,NA,NA,20,26,NA
P76008,Murein tetrapeptide carboxypeptidase OS=Escherichia coli (strain K12) GN=ldcA PE=1 SV=1,ldcA,3,298.39,33528.2494,2,107,110,87,84,81,94,83,79,64,77,62,63,42,46,144,112,107,129,101,89,81,87
P0AG99,Protein-export membrane protein SecG OS=Escherichia coli (strain K12) GN=secG PE=1 SV=1,secG,3,125.69,11339.85638,2,2475,4283,3777,1093,1971,2101,1989,1855,1768,1314,1183,950,1536,1284,2750,2526,2211,2044,1667,1251,1774,2325
P69423,Sec-independent protein translocase protein tatC OS=Escherichia coli (strain K12) GN=tatC PE=1 SV=2,tatC,3,161.59,28839.23798,2,213,456,385,154,207,261,236,230,303,226,182,175,66,71,122,321,138,294,228,219,266,422
P0AG96,Preprotein translocase subunit SecE OS=Escherichia coli (strain K12) GN=secE PE=1 SV=1,secE,3,115.27,13616.70772,2,152,291,241,82,157,186,191,132,222,154,143,103,40,37,78,160,95,151,143,74,130,195
P11071,Isocitrate dehydrogenase kinase/phosphatase OS=Escherichia coli (strain K12) GN=aceK PE=1 SV=2,aceK,3,127.21,67637.38354,2,3,5,6,47,70,40,16,9,22,30,43,61,1,1,1,6,1,5,12,26,9,3
P69913,Carbon storage regulator OS=Escherichia coli (strain K12) GN=csrA PE=1 SV=1,csrA,3,163.75,6833.64357,2,1907,2612,2263,1301,1029,1162,1137,1291,1012,785,729,691,1244,1055,1552,1112,1155,983,1005,650,859,1035
P76339,Putative sensor-like histidine kinase yedV OS=Escherichia coli (strain K12) GN=yedV PE=1 SV=1,yedV,3,110.16,50800.08527,2,7,1,3,3,6,3,3,3,4,5,4,5,1,1,2,4,6,4,6,4,6,13
P38684,TorCAD operon transcriptional regulatory protein torR OS=Escherichia coli (strain K12) GN=torR PE=1 SV=2,torR,3,135.18,26198.75434,1,1,19,NA,1,2,7,0,5,1,2,0,2,1,1,0,4,2,NA,NA,0,7,NA
P76340,Probable transcriptional regulatory protein yedW OS=Escherichia coli (strain K12) GN=yedW PE=1 SV=2,yedW,3,164.58,24984.16633,1,10,1,NA,5,2,23,6,17,13,18,16,2,2,0,0,5,1,NA,NA,4,16,NA
P0AET5,Protein hdeD OS=Escherichia coli (strain K12) GN=hdeD PE=1 SV=1,hdeD,3,92.66,20871.55879,2,2,1,0,29,1,4,0,2,2,2,2,4,2,43,2,8,343,4,1,2,1,2
P75779,PKHD-type hydroxylase ybiX OS=Escherichia coli (strain K12) GN=ybiX PE=3 SV=2,ybiX,3,140.4,25494.79515,2,14,5,10,8,10,8,10,13,6,4,4,4,26,25,80,13,27,58,14,8,23,24
P0AAZ7,UPF0434 protein ycaR OS=Escherichia coli (strain K12) GN=ycaR PE=1 SV=1,ycaR,3,183.37,6832.52157,2,1959,1498,2776,1019,1566,1768,1895,1538,1309,964,939,794,695,442,1874,2210,2083,2198,1638,1364,1874,2147
P0AD33,UPF0381 protein yfcZ OS=Escherichia coli (strain K12) GN=yfcZ PE=3 SV=1,yfcZ,3,167.61,10292.70137,2,1921,3951,3438,1747,1954,2324,2059,1952,2153,1914,1568,1424,2278,2288,1818,3441,2596,1359,2445,1255,2215,2033
P0A8C4,UPF0149 protein ygfB OS=Escherichia coli (strain K12) GN=ygfB PE=3 SV=1,ygfB,3,195.24,21198.07347,2,973,1302,1320,631,820,614,754,853,629,520,448,358,615,627,1489,986,1213,862,777,575,670,698
P38521,Uncharacterized protein yggL OS=Escherichia coli (strain K12) GN=yggL PE=4 SV=2,yggL,3,131.7,12854.35611,2,2921,4523,3508,1781,2775,3290,2845,2518,2477,2288,2081,2155,4155,3565,6162,4539,4179,3468,3293,3547,3546,3402
P0ADT2,UPF0441 protein ygiB OS=Escherichia coli (strain K12) GN=ygiB PE=3 SV=2,ygiB,3,124.04,23446.17182,2,127,210,215,107,176,136,155,121,201,152,126,161,53,30,278,142,279,194,111,114,93,96
P64624,Uncharacterized protein yheO OS=Escherichia coli (strain K12) GN=yheO PE=4 SV=1,yheO,3,164.49,26785.62808,2,523,694,557,516,393,433,463,416,485,470,408,351,110,180,277,623,564,460,448,304,263,322
P09996,Uncharacterized protein yidB OS=Escherichia coli (strain K12) GN=yidB PE=4 SV=1,yidB,3,147.44,13760.1239,2,511,605,714,443,521,567,652,667,524,494,343,582,456,615,1015,844,690,609,615,776,492,577
P0ADP7,Uncharacterized protein yigP OS=Escherichia coli (strain K12) GN=yigP PE=1 SV=1,yigP,3,249.12,22120.7998,2,41,106,62,39,30,31,32,40,71,64,66,67,1,3,11,19,8,20,34,19,21,30
P0AAP3,Transcriptional repressor frmR OS=Escherichia coli (strain K12) GN=frmR PE=1 SV=1,frmR,3,208.78,10293.31707,2,365,554,369,193,332,345,373,265,251,206,187,189,224,200,440,451,549,310,276,245,279,287
P0C0L9,Protein iscX OS=Escherichia coli (strain K12) GN=iscX PE=1 SV=1,iscX,3,233.32,7708.63154,1,2607,4557,NA,1633,1556,2453,1476,1399,1798,1607,1723,1247,2590,2151,2069,2163,2300,NA,NA,1331,1579,NA
P22186,Protein MraZ OS=Escherichia coli (strain K12) GN=mraZ PE=3 SV=1,mraZ,3,175.13,17356.92635,2,148,85,109,154,148,125,136,162,136,105,98,112,208,66,135,171,180,154,99,158,95,118
P0A8I8,Ribosomal RNA large subunit methyltransferase H OS=Escherichia coli (strain K12) GN=rlmH PE=1 SV=1,rlmH,3,149.44,17312.14939,2,56,129,95,23,38,35,33,30,24,19,15,9,13,23,57,18,44,32,28,16,28,32
P0AGL7,Ribosomal RNA small subunit methyltransferase E OS=Escherichia coli (strain K12) GN=rsmE PE=1 SV=1,rsmE,3,195.07,26943.02532,2,136,142,207,75,106,124,141,116,83,66,63,51,93,45,123,143,136,163,78,118,127,143
P32162,UPF0381 protein yiiS OS=Escherichia coli (strain K12) GN=yiiS PE=1 SV=1,yiiS,3,198.41,10751.22245,2,342,411,273,393,313,567,427,222,358,285,271,303,1964,1892,774,1092,1033,390,332,377,275,317
P67338,UPF0181 protein yoaH OS=Escherichia coli (strain K12) GN=yoaH PE=3 SV=1,yoaH,3,188.95,6532.1961,1,84,57,NA,62,101,69,89,47,72,77,290,39,67,79,54,72,174,NA,NA,33,68,NA
P52119,UPF0125 protein yfjF OS=Escherichia coli (strain K12) GN=yfjF PE=1 SV=1,ratB,3,115.34,10764.80442,2,127,136,87,84,84,73,89,73,84,60,65,57,40,30,110,135,86,116,77,74,112,152
P39451,"Alcohol dehydrogenase, propanol-preferring OS=Escherichia coli (strain K12) GN=adhP PE=1 SV=1",adhP,3,148.59,35339.05905,2,26,48,32,70,26,22,26,29,28,26,35,25,4,5,24,10,22,13,20,7,9,14
P0ABN5,Anaerobic C4-dicarboxylate transporter dcuA OS=Escherichia coli (strain K12) GN=dcuA PE=1 SV=1,dcuA,3,195.73,45702.83333,2,199,787,504,170,227,264,253,279,482,443,399,410,80,82,93,221,116,224,204,137,150,286
P06616,GTPase Era OS=Escherichia coli (strain K12) GN=era PE=1 SV=2,era,3,129.02,33770.76018,2,45,104,54,21,39,38,36,37,35,29,21,19,18,17,38,88,73,83,60,45,69,76
P39364,Putative sgc region protein SgcQ OS=Escherichia coli (strain K12) GN=sgcQ PE=1 SV=1,sgcQ,3,137.86,29317.84306,2,1,1,0,0,0,7,0,1,0,0,0,33,12,4,4,1,0,1,2,1,1,1
P75792,Sugar phosphatase SupH OS=Escherichia coli (strain K12) GN=supH PE=1 SV=1,ybiV,3,132.69,30375.58356,2,135,95,81,66,53,59,76,77,74,33,32,29,51,44,229,170,183,152,76,65,81,124
P33018,S-formylglutathione hydrolase yeiG OS=Escherichia coli (strain K12) GN=yeiG PE=1 SV=1,yeiG,3,138.9,31221.06729,2,129,90,145,150,157,168,167,136,235,193,143,119,105,75,201,101,134,129,180,138,170,154
P77808,CinA-like protein OS=Escherichia coli (strain K12) GN=yfaY PE=1 SV=1,yfaY,3,251.12,44179.54703,2,128,184,113,72,66,126,91,78,105,94,100,98,56,56,85,83,118,125,86,83,71,124
P0ADM4,Uncharacterized protein yidQ OS=Escherichia coli (strain K12) GN=yidQ PE=4 SV=1,yidQ,3,136.26,11799.78067,2,489,492,658,242,330,282,279,314,226,231,226,281,181,226,316,289,299,237,292,260,245,263
P0AEW4,Protein icc OS=Escherichia coli (strain K12) GN=icc PE=4 SV=1,cpdA,3,179.71,30900.59204,2,170,201,216,171,198,258,214,213,171,168,206,271,288,212,290,225,264,245,209,238,196,219
P51025,S-formylglutathione hydrolase frmB OS=Escherichia coli (strain K12) GN=frmB PE=1 SV=2,frmB,3,221.83,31386.32333,1,52,234,NA,40,26,44,44,10,17,10,7,12,15,7,56,60,54,NA,NA,18,32,NA
P75796,Glutathione import ATP-binding protein GsiA OS=Escherichia coli (strain K12) GN=gsiA PE=1 SV=3,gsiA,3,134.22,69052.40957,2,7,2,8,9,7,12,5,6,14,11,10,8,7,12,9,19,29,13,10,7,9,13
P0ABZ4,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase OS=Escherichia coli (strain K12) GN=kdsC PE=1 SV=1,kdsC,3,140.43,19966.50451,2,203,375,341,177,178,159,190,168,212,149,158,123,151,161,345,206,309,331,176,278,275,267
P0AF98,Lipopolysaccharide export system permease protein lptF OS=Escherichia coli (strain K12) GN=lptF PE=1 SV=1,lptF,3,281.81,40313.6055,2,73,129,106,65,78,97,79,70,125,115,113,114,23,57,72,91,73,97,75,88,72,106
P0ADC6,Lipopolysaccharide export system permease protein lptG OS=Escherichia coli (strain K12) GN=lptG PE=1 SV=1,lptG,3,127.38,39574.75967,2,89,158,111,43,64,77,70,94,108,99,86,92,37,35,45,88,55,129,121,97,99,138
P64602,Probable phospholipid ABC transporter-binding protein mlaB OS=Escherichia coli (strain K12) GN=mlaB PE=1 SV=1,mlaB,3,153.21,10655.59462,2,621,1126,1079,340,422,471,600,519,702,455,430,318,234,235,495,558,485,571,524,398,496,826
P77181,Phenylacetic acid degradation protein paaY OS=Escherichia coli (strain K12) GN=paaY PE=3 SV=1,paaY,3,123.93,21293.07482,2,7,13,19,13,20,16,11,10,12,16,15,22,4,6,17,18,12,14,23,31,26,16
P16692,Protein phnP OS=Escherichia coli (strain K12) GN=phnP PE=1 SV=1,phnP,3,142.9,27811.84565,1,51,6,NA,8,28,12,9,2,5,19,11,7,3,10,1,2,13,NA,NA,17,10,NA
P0AAC4,Inner membrane protein YbhL OS=Escherichia coli (strain K12) GN=ybhL PE=1 SV=1,ybhL,3,132.68,25866.72353,2,65,104,77,41,69,101,68,47,77,62,63,86,113,59,120,113,149,87,60,57,53,72
P43340,Uncharacterized NAD(P)H oxidoreductase ycaK OS=Escherichia coli (strain K12) GN=ycaK PE=3 SV=2,ycaK,3,104.44,23003.28556,1,45,16,NA,10,36,24,28,0,4,0,0,0,0,1,9,2,2,NA,NA,6,2,NA
P76389,UPF0053 protein yegH OS=Escherichia coli (strain K12) GN=yegH PE=3 SV=2,yegH,3,105.87,59394.42857,2,22,26,23,12,17,23,18,21,16,12,11,9,27,20,73,15,16,39,15,8,11,19
P31466,Probable adenine permease PurP OS=Escherichia coli (strain K12) GN=purP PE=1 SV=2,adeP,3,261.74,46816.92074,2,91,43,60,66,77,84,77,121,117,103,70,79,36,23,72,63,72,46,61,32,56,93
P45524,Putative esterase YheT OS=Escherichia coli (strain K12) GN=yheT PE=3 SV=1,yheT,3,67,38452.34105,1,18,38,NA,3,6,16,8,3,4,2,0,0,1,3,8,15,3,NA,NA,2,5,NA
P31467,Phosphatase YieH OS=Escherichia coli (strain K12) GN=yieH PE=3 SV=1,yieH,3,62.65,24630.19975,1,21,22,NA,4,1,13,7,7,13,7,0,2,1,1,24,33,24,NA,NA,2,12,NA
P64636,Uncharacterized protein yrfG OS=Escherichia coli (strain K12) GN=yrfG PE=4 SV=1,yrfG,3,178.51,25364.60422,1,62,148,NA,15,73,67,43,28,25,113,11,16,12,19,18,34,17,NA,NA,20,35,NA
P26648,Protein SufI OS=Escherichia coli (strain K12) GN=sufI PE=1 SV=2,ftsP,3,179.28,51807.45381,2,36,49,52,17,26,23,25,25,20,14,16,14,17,23,39,47,53,40,29,54,42,59
P63386,Probable phospholipid import ATP-binding protein MlaF OS=Escherichia coli (strain K12) GN=mlaF PE=1 SV=1,mlaF,3,164.35,29060.05549,2,69,89,64,37,41,34,53,57,41,38,29,29,20,16,29,76,27,37,21,41,44,36
P33025,Pseudouridine-5'-phosphate glycosidase OS=Escherichia coli (strain K12) GN=psuG PE=1 SV=1,psuG,3,125.27,32871.36329,2,7,87,98,27,62,67,41,29,61,137,139,68,17,4,44,5,6,4,62,45,73,32
P77504,Uncharacterized ABC transporter permease ybbP OS=Escherichia coli (strain K12) GN=ybbP PE=3 SV=1,ybbP,3,128.56,89256.82047,2,11,19,6,14,16,14,18,27,15,20,19,16,4,5,6,6,4,6,9,8,3,9
P33941,ABC transporter ATP-binding protein YojI OS=Escherichia coli (strain K12) GN=yojI PE=1 SV=2,yojI,3,178.3,61495.78074,2,2,5,3,3,6,5,3,7,3,3,2,2,2,2,6,17,7,9,5,3,4,13
P13036,Fe(3+) dicitrate transport protein fecA OS=Escherichia coli (strain K12) GN=fecA PE=1 SV=2,fecA,3,142.93,85250.95044,2,2,4,1,4,2,2,2,4,1,2,1,1,10,10,12,14,15,6,5,3,4,1
P23857,Thiosulfate sulfurtransferase PspE OS=Escherichia coli (strain K12) GN=pspE PE=1 SV=1,pspE,3,212.25,11450.0187,2,116,1550,1500,352,445,233,285,437,282,271,119,102,79,68,137,38,112,123,486,107,338,156
P0AEL6,Ferrienterobactin-binding periplasmic protein OS=Escherichia coli (strain K12) GN=fepB PE=1 SV=1,fepB,3,181.53,34243.99555,2,77,34,79,70,62,63,69,87,68,45,39,36,142,107,178,78,95,79,44,31,47,60
P07822,Iron(3+)-hydroxamate-binding protein fhuD OS=Escherichia coli (strain K12) GN=fhuD PE=1 SV=3,fhuD,3,126.51,32958.97238,1,46,40,NA,21,47,49,30,32,44,61,2,26,14,18,22,63,74,NA,NA,14,47,NA
P31069,Putative potassium channel protein OS=Escherichia coli (strain K12) GN=kch PE=1 SV=1,kch,3,118.15,46015.20671,2,55,77,104,37,37,45,48,30,38,36,23,15,73,54,153,121,247,120,66,47,68,72
P03819,Glutathione-regulated potassium-efflux system protein kefC OS=Escherichia coli (strain K12) GN=kefC PE=1 SV=2,kefC,3,140.33,67734.07836,2,2,4,3,4,5,8,4,3,11,10,9,10,1,1,1,3,3,1,4,2,4,3
Q47537,Taurine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=tauA PE=1 SV=1,tauA,3,123.61,34227.12229,2,5,2,6,3,4,5,6,7,5,3,4,5,2,1,4,10,244,5,3,3,4,7
P24178,Protein YffB OS=Escherichia coli (strain K12) GN=yffB PE=1 SV=1,yffB,3,113.06,13573.86528,2,13,143,29,13,5,1,6,3,19,11,12,10,45,65,39,23,64,6,15,2,31,23
P76569,Uncharacterized protein YfgD OS=Escherichia coli (strain K12) GN=yfgD PE=1 SV=1,yfgD,3,265.62,13372.08984,2,2244,2634,2622,1065,1177,1498,1649,1779,1241,956,703,628,330,373,2807,2567,1644,2255,1683,1171,1515,2258
P76115,Probable tonB-dependent receptor yncD OS=Escherichia coli (strain K12) GN=yncD PE=3 SV=1,yncD,3,130.74,77194.68595,2,6,41,4,2,2,2,2,2,4,4,1,3,3,3,1,2,4,2,5,3,6,2
P0A9X1,Zinc import ATP-binding protein ZnuC OS=Escherichia coli (strain K12) GN=znuC PE=1 SV=1,znuC,3,99.27,27832.0003,1,22,58,NA,8,5,173,6,2,6,4,1,18,10,36,9,11,17,NA,NA,6,5,NA
P55734,Inner membrane protein ygaP OS=Escherichia coli (strain K12) GN=ygaP PE=1 SV=1,ygaP,3,96.5,18608.89687,2,482,1128,652,332,495,378,450,503,431,439,398,468,190,197,367,369,295,495,655,616,596,758
P0AF43,Uncharacterized protein yjbB OS=Escherichia coli (strain K12) GN=yjbB PE=4 SV=1,yjbB,3,105.28,59411.01621,2,3,5,4,1,4,3,4,1,9,5,6,12,1,0,1,5,0,1,1,0,2,1
P78067,Thiosulfate sulfurtransferase YnjE OS=Escherichia coli (strain K12) GN=ynjE PE=1 SV=2,ynjE,3,164.84,48180.13471,2,17,14,43,40,45,41,25,29,32,36,29,30,11,8,4,5,15,14,46,41,41,23
P0A9I8,Nitrite reductase [NAD(P)H] small subunit OS=Escherichia coli (strain K12) GN=nirD PE=1 SV=1,nirD,3,103.65,12258.15819,2,10,29,13,5,1,3,4,5,7,3,5,3,0,3,5,12,4,9,2,5,9,2
P24193,Hydrogenase isoenzymes formation protein hypE OS=Escherichia coli (strain K12) GN=hypE PE=1 SV=2,hypE,3,228.42,35052.30286,2,16,18,13,8,23,9,12,10,9,7,11,16,11,8,19,27,24,22,21,22,16,14
P36928,Uncharacterized chaperone protein yegD OS=Escherichia coli (strain K12) GN=yegD PE=3 SV=2,yegD,3,187.49,49322.42938,2,22,48,25,7,6,14,5,3,7,3,3,2,0,1,9,2,3,7,3,3,3,7
P0A7B8,ATP-dependent protease subunit HslV OS=Escherichia coli (strain K12) GN=hslV PE=1 SV=2,hslV,3,241.88,19062.96341,2,467,1667,909,293,394,517,396,344,316,336,228,227,508,463,564,1022,644,519,447,337,418,499
P0ABZ1,Flagellar motor switch protein FliG OS=Escherichia coli (strain K12) GN=fliG PE=1 SV=1,fliG,3,161.34,36735.21149,2,6,5,47,1,17,13,11,2,17,28,8,2,5,6,2,9,2,4,12,3,10,4
P0ADN6,Uncharacterized lipoprotein yifL OS=Escherichia coli (strain K12) GN=yifL PE=4 SV=1,yifL,3,176.06,7154.68883,2,2754,3722,3623,1808,2547,2558,2686,2986,2199,1892,1538,1413,2491,2577,3674,3829,3481,3125,2495,1855,2393,2929
P0A964,Chemotaxis protein CheW OS=Escherichia coli (strain K12) GN=cheW PE=1 SV=1,cheW,3,157.81,18054.53266,2,5,19,22,1,11,49,7,2,44,163,33,1,1,0,2,4,2,3,6,4,4,5
P02942,Methyl-accepting chemotaxis protein I OS=Escherichia coli (strain K12) GN=tsr PE=1 SV=2,tsr,3,185.27,59388.25188,2,0,1,1,0,0,1,0,0,13,31,5,0,0,0,0,0,0,0,0,0,1,1
P75937,Flagellar hook protein flgE OS=Escherichia coli (strain K12) GN=flgE PE=1 SV=3,flgE,3,281.17,42001.46398,1,40,52,NA,3,63,37,39,20,22,22,5,4,11,1,2,6,2,NA,NA,10,55,NA
P06974,Flagellar motor switch protein FliM OS=Escherichia coli (strain K12) GN=fliM PE=1 SV=1,fliM,3,100.52,37807.78601,1,1,24,NA,0,12,5,7,0,2,1,3,0,0,0,3,1,1,NA,NA,0,4,NA
P36548,N-acetylmuramoyl-L-alanine amidase AmiA OS=Escherichia coli (strain K12) GN=amiA PE=1 SV=1,amiA,3,205.9,31374.88364,2,76,107,90,17,57,41,80,75,64,68,43,46,44,4,47,155,40,79,81,37,72,105
P0A901,Outer membrane lipoprotein blc OS=Escherichia coli (strain K12) GN=blc PE=1 SV=1,blc,3,115.34,19821.07031,2,50,194,173,83,80,86,71,48,69,73,66,67,126,108,104,65,109,53,76,77,64,51
P21645,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase OS=Escherichia coli (strain K12) GN=lpxD PE=1 SV=2,lpxD,3,96.85,35997.37746,2,85,157,115,48,86,91,95,72,86,69,60,62,113,59,99,73,96,49,63,43,70,58
P0A935,Membrane-bound lytic murein transglycosylase A OS=Escherichia coli (strain K12) GN=mltA PE=1 SV=1,mltA,3,110.56,40367.13776,2,24,38,24,13,15,14,16,18,14,10,8,6,10,5,43,37,19,50,38,27,33,27
P08373,UDP-N-acetylenolpyruvoylglucosamine reductase OS=Escherichia coli (strain K12) GN=murB PE=1 SV=1,murB,3,138.01,37809.27369,2,55,88,36,18,38,43,38,42,29,23,21,14,10,6,39,10,42,30,22,20,24,35
P14900,UDP-N-acetylmuramoylalanine--D-glutamate ligase OS=Escherichia coli (strain K12) GN=murD PE=1 SV=3,murD,3,189.63,46925.84164,2,81,115,102,69,69,96,69,82,52,35,28,26,27,17,48,52,182,58,61,48,61,73
P0A921,Phospholipase A1 OS=Escherichia coli (strain K12) GN=pldA PE=1 SV=1,pldA,3,128.59,33124.18765,2,21,37,33,15,14,18,18,14,16,15,14,12,17,17,18,19,22,24,21,18,15,22
P77690,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase OS=Escherichia coli (strain K12) GN=arnB PE=1 SV=2,arnB,3,100.19,41605.50156,2,15,13,10,13,19,14,18,12,11,12,10,11,5,5,10,15,8,9,13,10,9,10
P02919-2,Isoform Gamma of Penicillin-binding protein 1B OS=Escherichia coli (strain K12) GN=mrcB,mrcB,3,327.03,88815.91013,1,60,11,NA,35,2,67,18,193,11,7,5,2,14,6,20,39,22,NA,NA,14,11,NA
P37745,"dTDP-4-dehydrorhamnose 3,5-epimerase OS=Escherichia coli (strain K12) GN=rfbC PE=1 SV=1",rfbC,3,115.82,21238.76459,2,252,635,467,183,258,197,222,173,184,165,139,118,84,54,199,182,209,262,234,186,259,287
P27833,Lipopolysaccharide biosynthesis protein rffA OS=Escherichia coli (strain K12) GN=rffA PE=3 SV=2,rffA,3,127.68,41856.10135,2,79,151,109,40,59,66,58,67,44,37,26,28,28,15,35,85,45,55,46,46,53,63
P0AC75,3-deoxy-D-manno-octulosonic-acid transferase OS=Escherichia coli (strain K12) GN=waaA PE=3 SV=1,waaA,3,114.5,47243.52646,2,31,54,48,19,27,35,37,32,58,34,28,23,11,10,10,45,11,14,15,13,26,28
P40710,Lipoprotein NlpE OS=Escherichia coli (strain K12) GN=nlpE PE=1 SV=1,nlpE,3,105.32,25809.50572,2,7,20,21,11,12,21,10,8,51,33,44,52,47,40,74,14,21,12,13,20,14,12
P0AED9,DNA-cytosine methyltransferase OS=Escherichia coli (strain K12) GN=dcm PE=1 SV=1,dcm,3,196.12,53413.30301,2,20,30,19,13,15,17,17,17,17,16,14,10,4,7,16,14,11,18,16,10,14,12
