Genes	b_number	Product	MW_kDa	ecocyc_accession_id	Product	UniProt	biocyc_id
sokX	b4701	small RNA SokX		ECK4514	small RNA SokX		RNA0-357
solA	b1059	N-methyl-L-tryptophan oxidase	40.902	ECK1044	N-methyl-L-tryptophan oxidase	P40874	SARCOX-MONOMER
soxR	b4063	DNA-binding transcriptional dual regulator SoxR	17.150002	ECK4055	DNA-binding transcriptional dual regulator SoxR	P0ACS2	PD04132
soxS	b4062	DNA-binding transcriptional dual regulator SoxS	12.911	ECK4054	DNA-binding transcriptional dual regulator SoxS	P0A9E2	PD00406
speA	b2938	biosynthetic arginine decarboxylase	73.898	ECK2933	biosynthetic arginine decarboxylase	P21170	ARGDECARBOXBIO-MONOMER
speB	b2937	agmatinase	33.557003	ECK2932	agmatinase	P60651	AGMATIN-MONOMER
speC	b2965	constitutive ornithine decarboxylase	79.416	ECK2960	constitutive ornithine decarboxylase	P21169	ORNDECARBOX-BIO-MONOMER
speD	b0120	<i>S</i>-adenosylmethionine decarboxylase proenzyme // &beta; cleavage product of SpeD // &alpha; cleavage product of SpeD	30.385002 // 30.384602	ECK0119	<i>S</i>-adenosylmethionine decarboxylase proenzyme // &beta; cleavage product of SpeD // &alpha; cleavage product of SpeD	P0A7F6	<i>S</i>-adenosylmethionine decarboxylase proenzyme // &beta; cleavage product of SpeD // &alpha; cleavage product of SpeD
speE	b0121	spermidine synthase	32.321003	ECK0120	spermidine synthase	P09158	SPERMIDINESYN-MONOMER
speF	b0693	inducible ornithine decarboxylase	82.416	ECK0681	inducible ornithine decarboxylase	P24169	ORNDECARBOXDEG-MONOMER
speFL	b4803	leader peptide SpeFL	4.249	ECK4660	leader peptide SpeFL	P0DTV7	MONOMER0-4532
speG	b1584	spermidine <i>N</i>-acetyltransferase	21.887001	ECK1579	spermidine <i>N</i>-acetyltransferase	P0A951	SPERMACTRAN-MONOMER
spf	b3864	small regulatory RNA Spot 42		ECK3856	small regulatory RNA Spot 42		SPF-RNA
spoT	b3650	bifunctional (p)ppGpp synthase/hydrolase SpoT	79.342	ECK3640	bifunctional (p)ppGpp synthase/hydrolase SpoT	P0AG24	SPOT-MONOMER
sppA	b1766	protease IV, a signal peptide peptidase	67.219	ECK1764	protease IV, a signal peptide peptidase	P08395	EG10968-MONOMER
spy	b1743	ATP-independent periplasmic chaperone	18.199001	ECK1741	ATP-independent periplasmic chaperone	P77754	G6939-MONOMER
sra	b1480	ribosome-associated protein Sra	5.096	ECK1474	ribosome-associated protein Sra	P68191	EG11508-MONOMER
sraA		small RNA SraA			small RNA SraA		SRAA-RNA
sraB	b4418	small RNA SraB		ECK1073	small RNA SraB		SRAB-RNA
sraG	b4449	small regulatory RNA SraG		ECK3153	small regulatory RNA SraG		SRAG-RNA
srkA	b3859	stress response kinase A	38.120003	ECK3851	stress response kinase A	P0C0K3	EG11831-MONOMER
srlA	b2702	sorbitol-specific PTS enzyme IIC<sub>2</sub> component	20.580002	ECK2697	sorbitol-specific PTS enzyme IIC<sub>2</sub> component	P56579	G8210-MONOMER
srlB	b2704	sorbitol-specific PTS enzyme IIA component	13.304001	ECK2699	sorbitol-specific PTS enzyme IIA component	P05706	GUTB-MONOMER
srlD	b2705	sorbitol-6-phosphate 2-dehydrogenase	27.858002	ECK2700	sorbitol-6-phosphate 2-dehydrogenase	P05707	SORB6PDEHYDROG-MONOMER
srlE	b2703	sorbitol-specific PTS enzyme IIBC<sub>1</sub> component	33.332	ECK2698	sorbitol-specific PTS enzyme IIBC<sub>1</sub> component	P56580	GUTA-MONOMER
srlR	b2707	DNA-binding transcriptional repressor SrlR	28.236002	ECK2702	DNA-binding transcriptional repressor SrlR	P15082	PD00283
srmB	b2576	ATP-dependent RNA helicase SrmB	49.914	ECK2574	ATP-dependent RNA helicase SrmB	P21507	EG10975-MONOMER
sroA	b4762	small RNA SroA		ECK4619	small RNA SroA		RNA0-404
sroC	b4763	small regulatory RNA SroC		ECK4620	small regulatory RNA SroC		RNA0-124
sroE	b4761	small RNA SroE		ECK4618	small RNA SroE		RNA0-126
sroH	b4691	small RNA SroH		ECK4505	small RNA SroH		RNA0-128
srsR	b2921	DNA-binding transcriptional activator YgfI	34.674	ECK2917	DNA-binding transcriptional activator YgfI	P52044	G7518-MONOMER
ssb	b4059	ssDNA-binding protein	18.975	ECK4051	ssDNA-binding protein	P0AGE0	EG10976-MONOMER
sseA	b2521	3-mercaptopyruvate sulfurtransferase	30.812002	ECK2517	3-mercaptopyruvate sulfurtransferase	P31142	EG11600-MONOMER
sseB	b2522	protein SseB	28.642002	ECK2519	protein SseB	P0AFZ1	EG11601-MONOMER
ssnA	b2879	putative aminohydrolase SsnA	48.842003	ECK2875	putative aminohydrolase SsnA	Q46812	G7498-MONOMER
sspA	b3229	stringent starvation protein A	24.305	ECK3218	stringent starvation protein A	P0ACA3	EG10977-MONOMER
sspB	b3228	ClpXP protease specificity-enhancing factor	18.262001	ECK3217	ClpXP protease specificity-enhancing factor	P0AFZ3	EG10978-MONOMER
ssrA	b2621	tmRNA		ECK2617	tmRNA		SSRA-RNA
ssrS	b2911	6S RNA		ECK2906	6S RNA		6S-RNA
sstT	b3089	serine/threonine:Na+ symporter	43.478	ECK3080	serine/threonine:Na+ symporter	P0AGE4	YGJU-MONOMER
ssuA	b0936	aliphatic sulfonate ABC transporter periplasmic binding protein	34.558002	ECK0927	aliphatic sulfonate ABC transporter periplasmic binding protein	P75853	G6478-MONOMER
ssuB	b0933	aliphatic sulfonate ABC transporter ATP binding subunit	27.738	ECK0924	aliphatic sulfonate ABC transporter ATP binding subunit	P0AAI1	YCBE-MONOMER
ssuC	b0934	aliphatic sulfonate ABC transporter membrane subunit	28.925001	ECK0925	aliphatic sulfonate ABC transporter membrane subunit	P75851	YCBM-MONOMER
ssuD	b0935	FMNH<sub>2</sub>-dependent alkanesulfonate monooxygenase	41.736004	ECK0926	FMNH<sub>2</sub>-dependent alkanesulfonate monooxygenase	P80645	MONOMER-162
ssuE	b0937	NADPH-dependent FMN reductase	21.253	ECK0928	NADPH-dependent FMN reductase	P80644	MONOMER0-146
stfE	b1157	e14 prophage; putative side tail fiber protein fragment		ECK1143	e14 prophage; putative side tail fiber protein fragment	P33227	G6599-MONOMER
stfQ	b1547	Qin prophage; putative prophage side tail fiber protein StfQ	32.902	ECK1540	Qin prophage; putative prophage side tail fiber protein StfQ	P77515	G6821-MONOMER
stfR	b1372	Rac prophage; putative prophage side tail fiber protein StfR	113.78001	ECK1367	Rac prophage; putative prophage side tail fiber protein StfR	P76072	G6695-MONOMER
sthA	b3962	soluble pyridine nucleotide transhydrogenase	51.56	ECK3954	soluble pyridine nucleotide transhydrogenase	P27306	UDHA-MONOMER
stpA	b2669	DNA-binding transcriptional repressor StpA with RNA chaperone activity	15.347001	ECK2663	DNA-binding transcriptional repressor StpA with RNA chaperone activity	P0ACG1	EG11554-MONOMER
sucA	b0726	subunit of E1(0) component of 2-oxoglutarate dehydrogenase	105.062004	ECK0714	subunit of E1(0) component of 2-oxoglutarate dehydrogenase	P0AFG3	E1O-MONOMER
sucB	b0727	dihydrolipoyl-[2-oxoglutarate dehydrogenase E2 subunit] // <i>S</i>-succinyldihydrolipoyl-[2-oxoglutarate dehydrogenase E2 subunit] // lipoyl-[2-oxoglutarate dehydrogenase E2 sbunit] // 2-oxoglutarate dehydrogenase E2 subunit	44.01133 // 44.011	ECK0715	dihydrolipoyl-[2-oxoglutarate dehydrogenase E2 subunit] // <i>S</i>-succinyldihydrolipoyl-[2-oxoglutarate dehydrogenase E2 subunit] // lipoyl-[2-oxoglutarate dehydrogenase E2 sbunit] // 2-oxoglutarate dehydrogenase E2 subunit	P0AFG6	dihydrolipoyl-[2-oxoglutarate dehydrogenase E2 subunit] // <i>S</i>-succinyldihydrolipoyl-[2-oxoglutarate dehydrogenase E2 subunit] // lipoyl-[2-oxoglutarate dehydrogenase E2 sbunit] // 2-oxoglutarate dehydrogenase E2 subunit
sucC	b0728	succinyl-CoA synthetase subunit &beta;	41.393	ECK0716	succinyl-CoA synthetase subunit &beta;	P0A836	SUCCCOASYN-BETA
sucD	b0729	succinyl-CoA synthetase subunit &alpha;	29.777002	ECK0717	succinyl-CoA synthetase subunit &alpha;	P0AGE9	SUCCCOASYN-ALPHA
sufA	b1684	iron-sulfur cluster insertion protein SufA	13.3	ECK1680	iron-sulfur cluster insertion protein SufA	P77667	EG11378-MONOMER
sufB	b1683	Fe-S cluster scaffold complex subunit SufB	54.745003	ECK1679	Fe-S cluster scaffold complex subunit SufB	P77522	G6909-MONOMER
sufC	b1682	Fe-S cluster scaffold complex subunit SufC	27.582	ECK1678	Fe-S cluster scaffold complex subunit SufC	P77499	G6908-MONOMER
sufD	b1681	Fe-S cluster scaffold complex subunit SufD	46.823	ECK1677	Fe-S cluster scaffold complex subunit SufD	P77689	G6907-MONOMER
sufE	b1679	sulfur carrier protein SufE	15.800001	ECK1675	sulfur carrier protein SufE	P76194	G6905-MONOMER
sufS	b1680	L-cysteine desulfurase	44.434002	ECK1676	L-cysteine desulfurase	P77444	G6906-MONOMER
suhB	b2533	Nus factor SuhB	29.172	ECK2530	Nus factor SuhB	P0ADG4	EG10983-MONOMER
sulA	b0958	cell division inhibitor SulA	18.801	ECK0949	cell division inhibitor SulA	P0AFZ5	EG10984-MONOMER
surA	b0053	chaperone SurA	47.284	ECK0054	chaperone SurA	P0ABZ6	EG10985-MONOMER
sutR	b1434	DNA-binding transcriptional dual regulator SutR	19.731	ECK1428	DNA-binding transcriptional dual regulator SutR	P77626	G6745-MONOMER
sxy	b0959	transcriptional coactivator for CRP	24.147001	ECK0950	transcriptional coactivator for CRP	P75869	G6494-MONOMER
syd	b2793	SecY-interacting protein	20.708	ECK2788	SecY-interacting protein	P0A8U0	G7451-MONOMER
symE	b4347	nucleoid-associated protein SymE	12.203001	ECK4337	nucleoid-associated protein SymE	P39394	G7940-MONOMER
symR	b4625	small regulatory RNA antitoxin SymR		ECK4432	small regulatory RNA antitoxin SymR		RNA0-334
tabA	b4252	DUF386 domain-containing toxin-antitoxin biofilm protein TabA	16.865002	ECK4245	DUF386 domain-containing toxin-antitoxin biofilm protein TabA	P0AF96	G7883-MONOMER
tadA	b2559	tRNA adenosine<sup>34</sup> deaminase	18.718	ECK2557	tRNA adenosine<sup>34</sup> deaminase	P68398	EG11372-MONOMER
tag	b3549	3-methyl-adenine DNA glycosylase I, constitutive	21.1	ECK3536	3-methyl-adenine DNA glycosylase I, constitutive	P05100	EG10986-MONOMER
talA	b2464	transaldolase A	35.659	ECK2459	transaldolase A	P0A867	TRANSALDOLA-MONOMER
talB	b0008	transaldolase B	35.219	ECK0008	transaldolase B	P0A870	TRANSALDOLB-MONOMER
tam	b1519	<i>trans</i>-aconitate 2-methyltransferase	29.006	ECK1512	<i>trans</i>-aconitate 2-methyltransferase	P76145	G6806-MONOMER
tamA	b4220	translocation and assembly module subunit TamA	64.796005	ECK4216	translocation and assembly module subunit TamA	P0ADE4	G7874-MONOMER
tamB	b4221	translocation and assembly module subunit TamB	136.779	ECK4217	translocation and assembly module subunit TamB	P39321	G7875-MONOMER
tap	b1885	methyl-accepting chemotaxis protein Tap	57.512	ECK1886	methyl-accepting chemotaxis protein Tap	P07018	TAP-MONOMER
tapT	b2583	tRNA 3-amino-3-carboxypropyltransferase	25.995	ECK2581	tRNA 3-amino-3-carboxypropyltransferase	Q47319	G7349-MONOMER
tar	b1886	methyl-accepting chemotaxis protein Tar	59.944004	ECK1887	methyl-accepting chemotaxis protein Tar	P07017	TAR-MONOMER
tas	b2834	putative NADP(H)-dependent aldo-keto reductase Tas	38.5	ECK2830	putative NADP(H)-dependent aldo-keto reductase Tas	P0A9T4	G7462-MONOMER
tatA	b3836	twin arginine protein translocation system - TatA protein	9.6640005	ECK3830	twin arginine protein translocation system - TatA protein	P69428	TATA
tatB	b3838	twin arginine protein translocation system - TatB protein	18.421001	ECK3831	twin arginine protein translocation system - TatB protein	P69425	G7808-MONOMER
tatC	b3839	twin arginine protein translocation system - TatC protein	28.876001	ECK3832	twin arginine protein translocation system - TatC protein	P69423	EG11479-MONOMER
tatD	b4483	3' &rarr; 5' ssDNA/RNA  exonuclease TatD	28.974	ECK3833	3' &rarr; 5' ssDNA/RNA  exonuclease TatD	P27859	EG11481-MONOMER
tatE	b0627	twin arginine protein translocation system - TatE protein	7.024	ECK0620	twin arginine protein translocation system - TatE protein	P0A843	EG11305-MONOMER
tauA	b0365	taurine ABC transporter periplasmic binding protein	34.266003	ECK0362	taurine ABC transporter periplasmic binding protein	Q47537	TAUA-MONOMER
tauB	b0366	taurine ABC transporter ATP binding subunit	28.297	ECK0363	taurine ABC transporter ATP binding subunit	Q47538	TAUB-MONOMER
tauC	b0367	taurine ABC transporter membrane subunit	29.812002	ECK0364	taurine ABC transporter membrane subunit	Q47539	TAUC-MONOMER
tauD	b0368	taurine dioxygenase	32.41	ECK0365	taurine dioxygenase	P37610	MONOMER0-147
tcdA	b2812	tRNA threonylcarbamoyladenosine dehydratase	28.562002	ECK2808	tRNA threonylcarbamoyladenosine dehydratase	Q46927	G7456-MONOMER
tcyJ	b1920	cystine ABC transporter periplasmic binding protein	29.039001	ECK1919	cystine ABC transporter periplasmic binding protein	P0AEM9	G7039-MONOMER
tcyL	b1918	cystine ABC transporter membrane subunit	24.801	ECK1917	cystine ABC transporter membrane subunit	P0AFT2	G7037-MONOMER
tcyN	b1917	cystine ABC transporter ATP binding subunit	27.677002	ECK1916	cystine ABC transporter ATP binding subunit	P37774	EG12347-MONOMER
tcyP	b1729	cystine/sulfocysteine:cation symporter	48.662003	ECK1727	cystine/sulfocysteine:cation symporter	P77529	G6934-MONOMER
tdcA	b3118	DNA-binding transcriptional activator TdcA	34.539	ECK3107	DNA-binding transcriptional activator TdcA	P0ACQ7	PD00268
tdcB	b3117	catabolic threonine dehydratase	35.232002	ECK3106	catabolic threonine dehydratase	P0AGF6	THREDEHYDCAT-MONOMER
tdcC	b3116	threonine/serine:H<sup>+</sup> symporter TdcC	48.879	ECK3105	threonine/serine:H<sup>+</sup> symporter TdcC	P0AAD8	TDCC-MONOMER
tdcD	b3115	propionate kinase	43.384003	ECK3104	propionate kinase	P11868	PROPKIN-MONOMER
tdcE	b3114	activated 2-oxobutanoate formate-lyase / pyruvate formate-lyase 4 // 2-oxobutanoate formate-lyase/pyruvate formate-lyase 4	85.93544 // 85.935005	ECK3103	activated 2-oxobutanoate formate-lyase / pyruvate formate-lyase 4 // 2-oxobutanoate formate-lyase/pyruvate formate-lyase 4	P42632	activated 2-oxobutanoate formate-lyase / pyruvate formate-lyase 4 // 2-oxobutanoate formate-lyase/pyruvate formate-lyase 4
tdcF	b3113	putative enamine/imine deaminase	14.007001	ECK3102	putative enamine/imine deaminase	P0AGL2	G7626-MONOMER
tdcG	b4471	L-serine deaminase III	48.522003	ECK3101	L-serine deaminase III	P42630	LSERINEDEAM3-MONOMER
tdcR	b3119	DNA-binding transcriptional activator TdcR	8.608001	ECK3108	DNA-binding transcriptional activator TdcR	P11866	PD03292
tdh	b3616	threonine dehydrogenase	37.239002	ECK3606	threonine dehydrogenase	P07913	THREODEHYD-MONOMER
tdk	b1238	thymidine/deoxyuridine kinase	23.457	ECK1233	thymidine/deoxyuridine kinase	P23331	TDK-MONOMER
tehA	b1429	tellurite resistance protein	35.932003	ECK1422	tellurite resistance protein	P25396	TEHA-MONOMER
tehB	b1430	tellurite methyltransferase	22.531	ECK1423	tellurite methyltransferase	P25397	EG11884-MONOMER
tesA	b0494	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1	23.622002	ECK0488	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1	P0ADA1	THIOESTERI-MONOMER
tesB	b0452	acyl-CoA thioesterase II	31.966002	ECK0446	acyl-CoA thioesterase II	P0AGG2	THIOESTERII-MONOMER
tfaD	b0561	DLP12 prophage; putative tail fiber assembly protein TfaD	21.203001	ECK0553	DLP12 prophage; putative tail fiber assembly protein TfaD	P77699	G6315-MONOMER
tfaE	b1156	e14 prophage; putative tail fiber assembly protein TfaE	21.662	ECK1142	e14 prophage; putative tail fiber assembly protein TfaE	P09153	EG11120-MONOMER
tfaP	b1155	e14 prophage; putative tail fiber assembly protein TfaP	15.434001	ECK1141	e14 prophage; putative tail fiber assembly protein TfaP	P09154	G6598-MONOMER
tfaQ	b1546	Qin prophage; putative tail fiber assembly protein TfaQ	21.338001	ECK1539	Qin prophage; putative tail fiber assembly protein TfaQ	P76155	G6820-MONOMER
tfaR	b1373	Rac prophage; putative tail fiber assembly protein TfaR	21.337002	ECK1368	Rac prophage; putative tail fiber assembly protein TfaR	P77163	G6696-MONOMER
tfaX	b0563	DLP12 prophage; protein TfaX	7.0880003	ECK0555	DLP12 prophage; protein TfaX	P77087	G6317-MONOMER
tff	b4414	putative small RNA T44		ECK0167	putative small RNA T44		T44-RNA
tgt	b0406	tRNA-guanine transglycosylase	42.594	ECK0400	tRNA-guanine transglycosylase	P0A847	EG10996-MONOMER
thiB	b0068	thiamine ABC transporter periplasmic binding protein	36.163002	ECK0069	thiamine ABC transporter periplasmic binding protein	P31550	SFUA-MONOMER
thiC	b3994	phosphomethylpyrimidine synthase	70.850006	ECK3986	phosphomethylpyrimidine synthase	P30136	THIC-MONOMER
thiD	b2103	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	28.634	ECK2096	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	P76422	HMP-P-KIN-MONOMER
thiE	b3993	thiamine phosphate synthase	23.015001	ECK3985	thiamine phosphate synthase	P30137	THIE-MONOMER
thiF	b3992	sulfur carrier protein ThiS adenylyltransferase	26.970001	ECK3984	sulfur carrier protein ThiS adenylyltransferase	P30138	THIF-MONOMER
thiG	b3991	1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase	26.896002	ECK3982	1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase	P30139	THIG-MONOMER
thiH	b3990	2-iminoacetate synthase	43.320004	ECK3981	2-iminoacetate synthase	P30140	THIH-MONOMER
thiI	b0423	tRNA uridine 4-sulfurtransferase	54.973003	ECK0417	tRNA uridine 4-sulfurtransferase	P77718	THII-MONOMER
thiK	b1106	thiamine kinase	32.397003	ECK1092	thiamine kinase	P75948	THIKIN-MONOMER
thiL	b0417	thiamine monophosphate kinase	35.071003	ECK0411	thiamine monophosphate kinase	P0AGG0	THI-P-KIN-MONOMER
thiM	b2104	hydroxyethylthiazole kinase	27.339	ECK2097	hydroxyethylthiazole kinase	P76423	THZ-KIN-MONOMER
thiP	b0067	thiamine ABC transporter membrane subunit	59.533	ECK0068	thiamine ABC transporter membrane subunit	P31549	SFUB-MONOMER
thiQ	b0066	thiamine ABC transporter ATP binding subunit	24.999	ECK0067	thiamine ABC transporter ATP binding subunit	P31548	SFUC-MONOMER
thiS	b4407	sulfur carrier protein ThiS	7.3110003	ECK3983	sulfur carrier protein ThiS	O32583	THIS-MONOMER
thpR	b0147	RNA 2',3'-cyclic phosphodiesterase	19.934	ECK0146	RNA 2',3'-cyclic phosphodiesterase	P37025	EG12330-MONOMER
thrA	b0002	fused aspartate kinase/homoserine dehydrogenase 1	89.12	ECK0002	fused aspartate kinase/homoserine dehydrogenase 1	P00561	ASPKINIHOMOSERDEHYDROGI-MONOMER
thrB	b0003	homoserine kinase	33.624	ECK0003	homoserine kinase	P00547	HOMOSERKIN-MONOMER
thrC	b0004	threonine synthase	47.114002	ECK0004	threonine synthase	P00934	THRESYN-MONOMER
thrL	b0001	<i>thr</i> operon leader peptide	2.138	ECK0001	<i>thr</i> operon leader peptide	P0AD86	EG11277-MONOMER
thrS	b1719	threonine&mdash;tRNA ligase	74.014	ECK1717	threonine&mdash;tRNA ligase	P0A8M3	THRS-MONOMER
thrT	b3979	tRNA-Thr(GGU)		ECK3970	tRNA-Thr(GGU)		thrT-tRNA
thrU	b3976	tRNA-Thr(UGU)		ECK3967	tRNA-Thr(UGU)		thrU-tRNA
thrV	b3273	tRNA-Thr(GGU)		ECK3260	tRNA-Thr(GGU)		thrV-tRNA
thrW	b0244	tRNA-Thr(CGU)		ECK0245	tRNA-Thr(CGU)		thrW-tRNA
thyA	b2827	thymidylate synthase	30.480001	ECK2823	thymidylate synthase	P0A884	THYMIDYLATESYN-MONOMER
tig	b0436	trigger factor	48.193	ECK0430	trigger factor	P0A850	EG11003-MONOMER
tilS	b0188	tRNAIle-lysidine synthetase	48.204002	ECK0187	tRNAIle-lysidine synthetase	P52097	G6096-MONOMER
timP	b4812	putative toxic protein TimP	4.477	ECK4669	putative toxic protein TimP		MONOMER0-4540
timR	b4811	putative small regulatory RNA TimR		ECK4668	putative small regulatory RNA TimR		RNA0-414
tisB	b4618	membrane-depolarizing toxin TisB	3.2220001	ECK4427	membrane-depolarizing toxin TisB	A5A627	MONOMER0-1922
tktA	b2935	transketolase 1	72.212006	ECK2930	transketolase 1	P27302	TRANSKETOI-MONOMER
tktB	b2465	transketolase 2	73.04301	ECK2460	transketolase 2	P33570	TRANSKETOII-MONOMER
tldD	b3244	metalloprotease subunit TldD	51.364002	ECK3233	metalloprotease subunit TldD	P0AGG8	G7689-MONOMER
tldE	b4235	metalloprotease subunit TldE	48.370003	ECK4230	metalloprotease subunit TldE	P0AFK0	EG10741-MONOMER
tmaR	b2007	PTS system regulator TmaR	12.778001	ECK2001	PTS system regulator TmaR	P0A8M6	G7087-MONOMER
tmcA	b2474	tRNA<sup>Met</sup> cytidine acetyltransferase	74.892006	ECK2470	tRNA<sup>Met</sup> cytidine acetyltransferase	P76562	G7297-MONOMER
tmk	b1098	Tmk	23.783	ECK1084	Tmk	P0A720	DTMPKI-MONOMER
tnaA	b3708	tryptophanase	52.773003	ECK3701	tryptophanase	P0A853	TRYPTOPHAN-MONOMER
tnaB	b3709	tryptophan:H+ symporter TnaB	45.211002	ECK3702	tryptophan:H+ symporter TnaB	P23173	TNAB-MONOMER
tnaC	b3707	<i>tnaAB</i> operon leader peptide	2.894	ECK3700	<i>tnaAB</i> operon leader peptide	P0AD89	EG11276-MONOMER
tolA	b0739	Tol-Pal system protein TolA	43.157	ECK0728	Tol-Pal system protein TolA	P19934	EG11007-MONOMER
tolB	b0740	Tol-Pal system periplasmic protein TolB	45.956	ECK0729	Tol-Pal system periplasmic protein TolB	P0A855	EG11008-MONOMER
tolC	b3035	outer membrane channel TolC	53.741	ECK3026	outer membrane channel TolC	P02930	EG11009-MONOMER
tolQ	b0737	Tol-Pal system protein TolQ	25.598001	ECK0726	Tol-Pal system protein TolQ	P0ABU9	EG11010-MONOMER
tolR	b0738	Tol-Pal system protein TolR	15.383	ECK0727	Tol-Pal system protein TolR	P0ABV6	EG11011-MONOMER
tomB	b0461	Hha toxicity modulator TomB	14.557001	ECK0455	Hha toxicity modulator TomB	P0AAR0	EG12429-MONOMER
tonB	b1252	Ton complex subunit TonB	26.094002	ECK1246	Ton complex subunit TonB	P02929	EG11012-MONOMER
topA	b1274	DNA topoisomerase I	97.350006	ECK1268	DNA topoisomerase I	P06612	EG11013-MONOMER
topAI	b4566	KpLE2 phage-like element; toxin of the TopAI-YjhQ toxin-antitoxin system, TopA inhibitor	9.734	ECK4298	KpLE2 phage-like element; toxin of the TopAI-YjhQ toxin-antitoxin system, TopA inhibitor	Q2EEU2	MONOMER0-2695
topB	b1763	DNA topoisomerase III	73.217	ECK1761	DNA topoisomerase III	P14294	EG11014-MONOMER
